REGN,OKATO,OKPO,OGRN,REGN_S,BIC,DT,NAME_B,ADR,IM,IM_FIO,AG,AG_FIO,IC,IC_FIO,COM,C2_4
2574,45,17546424,1027739153573,2574,044552554,6/1/2010,"АКБ ""ФЬЮЧЕР"" (ОАО)","107023,  г. Москва, ул. Электрозаводская, д. 20, стр. 11",Председатель Правления,Зимина Н.О.,Главный бухгалтер,Меркулова Т.С.,Начальник отдела отчетности,Зотова В.Ю.,(495) 737-86-44,31
2584,75,21553996,1027400000638,2584,047516949,6/1/2010,"""КУБ"" ОАО","455044, Челябинская область, г.Магнитогорск, ул.Гагарина, 17","ВрИО Председателя Правления ""КУБ"" ОАО",Бердников Вячеслав Викторович,"Главный бухгалтер ""КУБ"" ОАО",Калугина Елена Николаевна,Начальник АО,Жиниленко Андрей Александрович,(3519)248928,31
2586,45,17544193,1027700035835,2586,044583762,6/1/2010,"ОАО ""ЮНИКОРБАНК""","107031, г. Москва, Звонарский пер., д.7,стр.1,2,3",Председатель Правления,Любочко В.Д.,Зам. главного бухгалтера,Черный В.В.,Зам. Главного бухгалтера,Черный В.В.,981-25-29,31
2593,45,17226837,1025000004787,2593,044552288,6/1/2010,"ООО КБ ""Альба Альянс""","119019, г. Москва, Кремлевская набережная, д. 1, стр. 2",Президент,Якимов А.Н.,Главный бухгалтер,Анохина О.И.,Начальник отдела отчетности Департамента учета,Минаков В.Ю.,(499)252-0000,19
2594,45,29284722,1027739446349,2594,044525217,6/1/2010,"""Королевский Банк Шотландии"" ЗАО","125009,  г. Москва, ул. Большая Никитская, д. 17, стр. 1",Заместитель Председателя Правления,Олейник Юлия Владимировна,Главный бухгалтер,Веселова Елена Вячеславовна,Главный бухгалтер,Веселова Елена Вячеславовна,933-57-83,19
2598,45,17546460,1027739585422,2598,044552518,6/1/2010,"ООО КБ ""Западный""","105064,  г. Москва, Малый Казенный пер., д.5, стр.4",Заместитель председателя Правления,Никитин Павел Владимирович,Главный бухгалтер,Асташкина Марина Борисовна,Начальник Отдела Отчетности,Погосян Анна Владимировна,620 94 40,19
2604,84,16251000,1020400000037,2604,048405786,6/1/2010,"АКБ ""Сибирский Энергетический Банк"" (ЗАО)","649002, Республика Алтай, г.Горно-Алтайск,ул.Петра Сухова,2",Председатель Правления,Симонов В.В.,Главный бухгалтер,Рыченкова Л.Н.,Начальник ОЭАиО,Шатц Н.В.,4-15-16,19
2607,45,29294382,1027739175859,2607,044579773,6/1/2010,"АКБ ""Кросна-банк"" (ОАО)","123557,  г. Москва, Пресненский Вал, д. 27",Председатель Правления,Ю.И. Овсянников,Главный бухгалтер,Е.А. Дмитриева,Зам. начальника отдела  отчетности и экономического анализа,Е.А. Бондарева,253-50-55,19
2611,40,31978076,1027800003505,2611,044030826,6/1/2010,"ОАО Банк ""Объединенный капитал""","194100, Санкт-Петербург, Б. Сампсониевский пр., д. 68, лит. Н",Председатель Правления,Марихина В.В.,Главный бухгалтер,Алимпиева Л.И.,"Нач. Упр. ""Казначейство""",Волкова В.А.,325-9495,19
2617,45,17546938,1027739152737,2617,044579828,6/1/2010,"ООО КБ ""Банк Расчетов и Сбережений""","115114,  г. Москва, ул. Дербеневская, дом 20, строение 2",Председатель Правления,Городкова Н. П.,Главный бухгалтер,Текутова Г. М.,Нач. отдела фин. отчетности,Макариков Л.Б.,500-33-69,19
2626,45,29284797,1027739206692,2626,044579776,6/1/2010,"АКБ ""ОБПИ"" (ОАО)","121069,  г. Москва, Мерзляковский пер., д. 20, строение 1",Президент-Председатель Правления,Кыштымов Сергей Леонидович,Главный бухгалтер,Рощупкин Игорь Митрофанович,Исполнитель,Зиновьева И.А.,564-84-90,19
2627,45,29293106,1027739103260,2627,044585182,6/1/2010,"ЗАО АКИБ ""ЦЕРИХ""","119034, г. Москва, ул. Остоженка, д. 10/2/7, стр. 2",Председатель Правления,Корсаков Ю.Р.,Главный бухгалтер,Жаворонкова Г.В.,Ведущий специалист,Рогачева О.В.,737-00-99,19
2645,04,21904444,1022400000160,2645,040436933,6/1/2010,"ЗАО АИКБ ""Енисейский объединенный банк""","660049, г. Красноярск, ул. Карла Маркса, дом 62, пом. 25, 26, 27",Руководитель,Белоногова А.В.,Главный бухгалтер,Шафарина О.Ю.,Специалист отдела отчетности,Трушина С.Ю.,277-96-96,23
2649,45,29287596,1027700215817,2649,044583871,6/1/2010,"ООО КБ ""ПРЕОДОЛЕНИЕ""","121596,  г. Москва, ул.Толбухина, д.10, корп.2.",Председатель Правления,Кочеткова Наталья Викторовна,Заместитель Главного бухгалтера,Борисова Марина Петровна,Заместитель Главного бухгалтера,Борисова Марина Петровна,448-31-98,31
2654,45,21293615,1027739197914,2654,044585423,6/1/2010,"КБ ""Унифин"" ЗАО","127051, г. Москва, 1-ый Колобовский перулок, дом 11",Зам.Председателя Правления,Лопатникова Е.В.,Главный бухгалтер,Токарева Е.Д.,Зам.Начальника отдела,Утенькина Т.Ю.,771 75 00,19
2655,45,29287152,1027739735100,2655,044585491,6/1/2010,"ООО КБ ""ПРОМИНВЕСТРАСЧЕТ""","121099,  г. Москва, Новинский бульвар, дом 3 стр. 1",Зам. Председателя Правления - начальник Департамента контроля и качества,Шлогина Е.Г.,Главный бухгалтер,Колосова О.В.,Ведущий специалист отдела формирования отчетности по РСБУ,Мелихова Л.В.,742-42-04,19
2657,45,29290591,1027739291140,2657,044552704,6/1/2010,"КБ ""Старый Кремль"" (ООО)","107031,  г. Москва, Рождественский бульвар, д.14, стр.2",Председатель Правления,Мельников С.А.,Главный бухгалтер,Цуканова Г.Н.,Главный экономист отдела банковской отчетности,Долинский В. С.,621-77-43,19
2659,01,32237844,1022200531484,2659,040173771,6/1/2010,"ООО КБ ""Алтайкапиталбанк""","656043, Алтайский край, г.Барнаул, ул.Л.Толстого, 38а",Президент Банка,Германенко И.В.,Главный бухгалтер,Балина Ж.С.,экономист,Попова Н. В.,65-84-76,19
2664,45,29289903,1027739228758,2664,044552318,6/1/2010,"АКБ ""СЛАВИЯ"" (ЗАО)","117292, г. Москва, ул. Кедрова, д. 5А",Первый Заместитель Председателя Правления,Сдобнов И.В.,Главный бухгалтер,Семенченко М.А.,Начальник управления финансовой отчетности,Архипова Л.В.,969-24-15,19
2670,45,29288039,1027700474944,2670,044579104,6/1/2010,"ООО КБ ""Центрально-Европейский Банк""","105066,  г. Москва, ул. Ольховская, дом 16, стр.5-5а",Председатель Правления Банка,Патрикеев В.В.,Главный бухгалтер,Туркова Т.К.,Начальник отдела учета и отчетности,Туркова С.О.,"(499) 261-91-92, 261-32-85",19
2682,45,29289286,1027739621810,2682,044585881,6/1/2010,"КБ ""Крокус-Банк"" (ООО)","123056,  г. Москва, ул. 2-я Брестская, д.31",Заместитель Председателя Правления,Зайковская Г.И.,Главный бухгалтер,Кувшинов В.А.,Начальник отдела,Логачев А.А.,228-12-44,31
2684,45,29289642,1027739542050,2684,044579215,6/1/2010,"ООО ""Банк БКФ""","119180,  г. Москва, 1-й  Хвостов пер., д. 3 а, стр. 2",И.о. Председателя Правления,Мошина Екатерина Александровна,Главный бухгалтер,Трифаненкова Светлана Федоровна,Начальник УФО,Попова Мария Леонтьевна,514-08-20,19
2697,45,29412781,1027739481362,2697,044585187,6/1/2010,"АКБ ""Московский Вексельный Банк"" (ЗАО)","111524, г. Москва, ул. Электродная, д. 10, стр. 3",Первый заместитель Председателя Правления,Савельева О. В.,Главный бухгалтер,Круглова Д.Е.,Зам. главного бухгалтера,Ободзинская А. В.,645-35-11,19
2699,45,09319602,1027739064704,2699,044585128,6/1/2010,"АКБ ""ЛИНК-банк"" (ОАО)","127434,  г. Москва, Дмитровское шоссе, д.7, корп.2",Председатель Правления,Пархоменко С.В.,Главный бухгалтер,Анцупова О.А.,начальник отдела внутренних операций и отчетности,Сиротина Н.В.,977-60-01,19
2704,45,29290740,1027739378600,2704,044525541,6/1/2010,"КБ ""Международный Банк Развития"" (ЗАО)","115035, г. Москва, Кадашевская набережная, д. 32/2, стр. 1",Председатель  Правления,Кулик А.С.,Главный бухгалтер,Пан?ва Е.А.,Начальник отдела отчетности и контроля,Фукина О.Н.,287 3580 (164),21
2707,45,29393440,1057711014195,2707,044585161,6/1/2010,"КБ ""ЛОКО-Банк"" (ЗАО)","111250, г. Москва, ул. Госпитальная, д. 14",Председатель Правления,Крюков Дмитрий Валентинович,Главный бухгалтер,Гусева Нина Николаевна,Начальник отдела отчетности УБКО,Клиппенштейн С.А.,739-07-29 (1419),19
2721,87,12893032,1021100000074,2721,048702781,6/1/2010,"АКБ ""Северный Народный Банк"" (ОАО)","167000, Республика Коми, г.Сыктывкар, ул.Первомайская, 68",И.О.Председателя Правления,Зорникова Л.В.,Зам.главного бухгалтера,Федорова М.А.,ведущий экономист,Шубина Е.П.,44-18-14,24
2722,47,22619935,1025100003917,2722,044705768,6/1/2010,"ОАО ""МСКБ""","183032, г. Мурманск, пр. Ленина, д. 12",И.о.Председателя Правления,Дудкина С.Г.,Главный  бухгалтер,Михайлина Е.И.,Ведущий специалист ОФА,Данилова Т.В.,230908,19
2733,05,33618850,1022500001061,2733,040507803,6/1/2010,"ОАО СКБ Приморья ""Примсоцбанк""","690106 Приморский край г.Владивосток Партизанский проспект, 44",Первый заместитель Председателя Правления,Доценко Г.С.,Главный бухгалтер,Баринова Л.В.,начальник отдела,Мадисон Н.С.,42-42-42 (доп.132),24
2738,45,29292006,1027739120199,2738,044552675,6/1/2010,"АКБ ""Держава"" ОАО","119234,  г. Москва, Ломоносовский проспект, д.20",Председатель Правления,Ушаков А.А.,Главный бухгалтер,Кошелева Н.Е.,Экономист,Душенька О.В.,930-3961,19
2742,45,29295826,1027739030725,2742,044579112,6/1/2010,"""МИ-БАНК"" (ОАО)","119899,  г. Москва, Ленинские Горы, МГУ, д. 1, стр. 58",Зам. Председателя Правления,Молявинская Л.В.,Главный бухгалтер,Новожилова Е.Н.,Зам. Главного бухгалтера,Ларина Т.В.,745-28-09,19
2743,45,29291679,1027739860554,2743,044579690,6/1/2010,"ООО КБ ""Инстройбанк""","119330,  г. Москва, ул. Дружбы, д. 10а",И.о. Председателя Правления,Аксенов О.В.,Главный  бухгалтер,Сухова  Н.Ю.,начальник аналитического отдела,Ванеева М.В.,(499)143-35-80,19
2746,45,29294146,1037739121420,2746,044585171,6/1/2010,"АКБ ""КОДЕКС"" (ОАО)","129223, г. Москва, проспект Мира, д. 119, стр. 553",Председатель Правления,Мирвелов Д.Б.,Зам. Главного бухгалтера,Христьяновская Г.А.,Специалист,Ларионова Е.А.,780-05-82,19
2747,45,29292029,1027739636286,2747,044585145,6/1/2010,"""РГТ-Банк"" (ЗАО)","121069,  г. Москва, ул.Поварская, д.27",Председатель Правления,Ковтун Е.А.,Главный бухгалтер,Трефильева О.Н.,Главный бухгалтер,Трефильева О.Н.,697-32-86,19
2755,45,29465091,1027739028536,2755,044579278,6/1/2010,"ОАО ""НК Банк""","119021,  г. Москва, ул.Л.Толстого, д.2/22, стр.6",Первый заместитель Председателя Правления,В.С. Батраев,Гл. бухгалтер,Е.М. Меркулова,Начальник Отдела финансовой отчетности,Пешкова Е.Г.,246-61-36,19
2758,40,34336540,1027800001240,2758,044030845,6/1/2010,"Банк ""Прайм Финанс"" (ОАО)","198152, Санкт-Петербург, ул.Краснопутиловская, 5-а",Председатель Правления,Табунов М.С.,Главный бухгалтер,Морозов А.В.,Экономист,Проус Р.В.,331-31-73,31
2764,45,29293916,1027739282581,2764,044585166,6/1/2010,"ОАО ""ТЭМБР-БАНК""","127473,  г. Москва, 1-й Волконский пер., д. 10",Председатель Правления,Каравдин В.С.,Главный бухгалтер,Гусейнова А.А.,Заместитель начальника отдела отчетности,Юрова Н.М.,363-44-99,31
2766,45,29293885,1027739176563,2766,044525311,6/1/2010,"ОАО ""ОТП Банк""","125171, г. Москва, Ленинградское шоссе, д. 16 А, стр.1",Заместитель Председателя Правления,Ромаков Е.А.,Первый заместитель Главного бухгалтера,Антропова С.В.,Начальник отдела,Седова Г.В.,783-54-00,31
2768,45,29294100,1027739267390,2768,044525907,6/1/2010,"АКБ ""СВА"" (ОАО)","127055,  г. Москва, ул.Сущевская, д.16, стр.3",Председатель Правления,Головинский В.В.,Главный бухгалтер,Калайда О.В.,Зам. главного бухгалтера,Уневская И.Э.,"363-56-27, доб.153",19
2771,45,29296174,1027739930998,2771,044585184,6/1/2010,"КБ ""ЮНИАСТРУМ БАНК"" (ООО)","127473,  г. Москва, Суворовская пл., д. 1",И.о.Председателя Правления,Швецов Олег Петрович,Заместитель Главного бухгалтера,Ермакова Татьяна Леонидовна,Начальник управления,Носенко Галина Ивановна,4999732627,31
2776,45,29294134,1027739408290,2776,044599244,6/1/2010,"ООО ""АТБ"" Банк","111250, г. Москва, ул. Красноказарменная, д. 10",Председатель Правления,Михайловская В.В.,Зам.главного бухгалтера,Алырзаева Н.В.,Нач.УЭА,Тимченко В.С.,730-51-15 (7869),19
2782,80,33797120,1020200000040,2782,048073766,6/1/2010,"ОАО ""Региональный банк развития""","450076, город Уфа, улица Гоголя, дом 60.",Заместитель Председателя Правления,О.И. Макаренко,Главный бухгалтер,З.Р. Казыханова,Старший специалист,Т.Ю. Павлюченко,251-19-23,24
2789,45,29418720,1027739094250,2789,044585474,6/1/2010,"КБ ""КАПИТАЛ-МОСКВА"" (ЗАО)","121108, г. Москва, ул. Ивана Франко, дом 8",Финансовый директор,Гаврюш Н.И.,Главный бухгалтер,Бикмаева И.В.,Зам. начальника отдела отчетности,Ржаницына Т.А.,287-04-80,19
2794,45,33556994,1026300004499,2794,044599603,6/1/2010,"ЗАО ""ИпоТек Банк""","123100, г. Москва, Шмитовский проезд, дом 10/7",Председатель Правления,К.В. Морозов,Главный бухгалтер,О.Н. Маринина,Начальник отдела отчетности,Т.И.Богомолова,(495) 609-40-83,19
2795,45,29295996,1097711000089,2795,044552902,6/1/2010,"ОАО ""НББ""","115054,  г. Москва, ул. Пятницкая, д. 67, стр. 1",Председатель Правления,Кулаков Андрей Анатольевич,Главный бухгалтер,Корнеева Наталья Степановна,Заместитель Главного бухгалтера,Ртищева Ирина Александровна,(495)780-33-16,19
2796,61,34461327,1026200000386,2796,046126701,6/1/2010,"Банк ""Вятич"" (ОАО)","390046, г. Рязань, ул.Введенская, д.110",Заместитель Председателя Правления,Иванчиков А. А.,Главный бухгалтер,Оганесян Р. Ю.,Экономист отдела кредитования,Чемезова Н.О.,21-94-07,19
2797,45,29418737,1027739038942,2797,044579876,6/1/2010,"ОАО ""СТБ""","115054, г. Москва, ул. Новокузнецкая, д. 36/2, стр. 1",Заместитель Председателя Правления,Чернова О.В.,Главный бухгалтер,Аляутдинов Ф.А.,Начальник управления консолидированной отчетности,Беляева Ю.В.,785-54-14 доб. 4065,31
2799,45,29054301,1037739001046,2799,044552633,6/1/2010,"ЗАО ""Банк ФИНАМ""","115093,  г. Москва, ул. Большая Серпуховская, д.14/13, стр. 1",ИО Председателя Правления,Пикалов Е.А.,Зам.главного бухгалтера,Мищенко Г.И.,Рук.управл. сводной отчетности,Толстихина И.Ю.,"380-00-42,  доб.3423",22
2802,88,34003547,1021200004748,2802,048860889,6/1/2010,"Банк ""Йошкар-Ола"" (ОАО)","424003, Республика Марий Эл, г.Йошкар-Ола, ул. Панфилова, д.39 г",Президент,О.Г.Кулалаева,Главный бухгалтер,О.В. Москвичева,начальник экономического управления,Игнатьев А.А.,42-99-08,19
2810,45,11729454,1027739484321,2810,044552730,6/1/2010,"ОАО АКБ ""Русский земельный банк""","123104, г.Москва, Сытинский пер., д.3/25, стр.1",Председатель Правления,Резчиков А.Ю.,Главный бухгалтер,Сафронов А.Е.,Начальник отдела бухгалтерской отчетности,Ратушная Н.О.,6990162,19
2813,60,34120514,1026100002092,2813,046015920,6/1/2010,"ЗАО КБ ""Ростовский Универсальный""","344082, г. Ростов-на-Дону, ул. М.Горького, д. 28/41",Председатель Правления,Гарпенникова Е.Н.,Главный бухгалтер,Кощеева И.В.,Начальник отдела бухгалтерского учета и отчетности,Мельникова Г.В.,2006119,31
2830,45,29296783,1027739247227,2830,044579901,6/1/2010,"ОАО КБ ""Соколовский""","119002,  г. Москва, улица Арбат, дом 43, строение 3",Зам.Председателя Правления,О.Т.Рыжкова,Главный бухгалтер,А.Н.Силонов,Начальник отдела налогового учета и отчетности,А.В.Кипель,502-94-80,24
2837,45,29060388,1027739554743,2837,044579113,6/1/2010,"ООО КБ ""Холдинвестбанк""","119530,  г. Москва, Аминьевское шоссе, дом 4А",Заместитель Председателя Правления-начальник управления экономического надзора,Астанская И.В.,Главный бухгалтер,Богданова Л.Г.,начальник отдела,Окулик Г.А.,783-09-60,31
2838,45,29296820,1027739563610,2838,044583320,6/1/2010,"ООО КБ ""СИНКО-БАНК""","107045,  г. Москва, Последний переулок, д.11, стр.1",Председатель Правления,Барсегов Г.Г.,Главный бухгалтер,Итяксова Т.Ю.,Ведущий экономист отдела отчетности и финансового анализа,Пряхина О.Ю.,737-41-40,19
2843,45,29061577,1027739108935,2843,044552964,6/1/2010,"КБ ""КИП-БАНК"" (ООО)","109263, г. Москва, ул. Чистова, д. 24 А",Председатель Правления,Сергеев Геннадий Сергеевич,Главный бухгалтер,Лебедева Людмила Борисовна,Зам.главного бухгалтера,Евграшина Файруза Мусалимовна,984-21-15,19
2846,45,29061028,1027739919954,2846,044525494,6/1/2010,"КБ ""СИСТЕМА"" ООО","125009, г. Москва, Нижний Кисловский переулок,  д. 7, стр. 2",Председатель Правления,Воронович В.В.,Главный бухгалтер,Мацыгина Е.Ф.,Начальник отдела отчетности,Меньшикова О.О.,775-31-81,24
2859,45,40002380,1027739175056,2859,044583994,6/1/2010,"КБ ""НЕФТЯНОЙ АЛЬЯНС"" (ОАО)","121170,  г. Москва, ул. Кульнева, д. 3, стр. 1",Первый Зам. Председателя Правления,Чуча С.П.,Главный бухгалтер,Худокормова О.К.,Зам. нач-ка отдела,Кузнецова Е.И.,961-02-89,19
2863,45,29298210,1027744003100,2863,044585260,6/1/2010,"ОАО КБ ""Мосводоканалбанк""","105005,  г. Москва, Плетешковский пер., д.3, стр. 2",Председатель Правления,Рябчиков А.Е.,Главный бухгалтер,Ляшенко К.Л.,Начальник отдела отчетности и анализа,Бойцова Н.А.,(495) 632-1691 (доб.169),19
2865,32,34773245,1024200001770,2865,043209705,6/1/2010,АКБ НМБ ОАО,"654000, Кемеровская область, г.Новокузнецк, ул.Кирова, 38",Директор,Павлов А.С.,Главный бухгалтер,Кудинова Ф.С.,Экономист,Конорева Н.В.,743-486,22
2867,45,29303313,1027739066354,2867,044552682,6/1/2010,"АКБ ""СОФИЯ"" (ЗАО)","117420, г. Москва, ул. Наметкина, д. 13 Д",Первый зам. Председателя Правления,Стовбун О.В.,Главный бухгалтер,Гаранкина М.В.,Зам.нач.отдела методологии и эк.анализа,Гаврилова Т.М.,232-12-34 (доб.2326),27
2873,01,33992867,1022200528415,2873,040147781,6/1/2010,"ОАО ""НАРОДНЫЙ ЗЕМЕЛЬНО-ПРОМЫШЛЕННЫЙ БАНК""","659322, Алтайский край, г.Бийск, ул.Социалистическая, 1",Генеральный директор,Штукмастер Л.Н.,Главный бухгалтер,Червоткина О.А.,Исполнитель,Кашлева Н.С.,(3854)31-26-85,19
2877,45,29303075,1027739246490,2877,044579499,6/1/2010,"ООО КБ ""Металлург""","117292,  г. Москва, ул. Ивана Бабушкина, дом 16",1-ый Зам. Председателя Правления,Акиньшина А.В.,Главный бухгалтер,Власова И.А.,Заместитель Главного бухгалтера,Леденева О.В.,785-7075,19
2879,45,29304028,1027700367507,2879,044525201,6/1/2010,"ОАО АКБ ""АВАНГАРД""","115035,  г. Москва, ул. Садовническая, д.12, стр. 1",Зам.Председателя Правления,Казанцева И.А.,Главный бухгалтер,Андреев В.Е,Начальник отдела,Воеводина А.В.,737-73-73,31
2880,46,34922679,1095000004252,2880,044552710,6/1/2010,"ОАО КБ ""АГРОПРОМКРЕДИТ""","140083, Московская область, г. Лыткарино, 5-й микрорайон, квартал 2, д. 13",Первый Заместитель Председателя Правления,Иванова С.С.,Зам. Главного бухгалтера,Петухова Е.Г.,Зам. Главного бухгалтера,Петухова Е.Г.,739-20-05,26
2883,32,34777119,1024200002276,2883,043209706,6/1/2010,"""БСТ-БАНК"" ЗАО","654041, Кемеровская область, г.Новокузнецк, ул.Кутузова,31",Генеральный директор,Пушкарева Е.В.,Главный бухгалтер,Кармалина Л.А.,Начальник ОЭАиО,Хуторная И.А.,(3843)77-79-56,23
2888,92,33863779,1051664003511,2888,049205806,6/1/2010,"ОАО ""Банк ""Казанский""","420039, г.Казань, ул.Декабристов, д.162",Председатель Правления,Гайнутдинов Т.Т.,Главный бухгалтер,Хафизова С.А.,Начальник управления,Шавалиева Р.М.,517-43-89,19
2897,45,40008023,1027739915796,2897,044579132,6/1/2010,"ООО КБ ""Евроазиатский Инвестиционный Банк""","127273,  г. Москва, Алтуфьевское шоссе, д.2А",Председатель Правления,Соловьев Андрей Владимирович,Главный бухгалтер,Русинова Татьяна Игоревна,Главный бухгалтер,Русинова Татьяна Игоревна,8 (499) 201-31-81,19
2898,03,34995856,1022300000062,2898,040349745,6/1/2010,"КБ ""Кубанский универсальный банк"" (ООО)","350063, г. Краснодар, ул. Пушкина, 36",Председатель правления,Пономар?ва Татьяна Николаевна,Главный бухгалтер,Колбасина Любовь Романовна,начальник офм,Кучерова Т.А.,(861)268-18-39*127,19
2902,45,29300705,1027739077200,2902,044579194,6/1/2010,"АКБ ""ЕВРОМЕТ"" (ОАО)","107031,  г. Москва, ул. Неглинная, д.18/1, стр.1 А",Председатель Правления,Яновская Н.П.,И.О. Главного бухгалтера,Алексеева Л.В.,Начальник отдела бухгалтерской отчетности,Грибкова Л.А.,628-07-93,19
2905,45,29299675,1027739881223,2905,044579196,6/1/2010,"""Банк Кремлевский"" ООО","121099,  г. Москва, пер. Николощеповский 1-й, д.6. стр. 1",Зам. Председателя Правления,Спирин И.В.,Главный бухгалтер,Каспарова А.Ф.,Начальник Управления отчетности,Никифорова Е.В.,499-241-33-08,31
2914,45,29351424,1027739554930,2914,044583551,6/1/2010,"ООО КБ ""АРЕСБАНК""","115114,  г. Москва, ул. Летниковская, д. 10, стр. 1",Председатель Правления,Бяло Л.А.,Главный бухгалтер,Жаринов А.Г.,Начальник управления отчетности и анализа,Зорина Н.С.,795-32-88,19
2917,45,29351387,1027739056289,2917,044579982,6/1/2010,"КБ ""СОЦЭКОНОМБАНК"" ООО","123100, г. Москва, ул. 2-я Звенигородская, д. 2/1, стр. 1",Заместитель Председателя Правления,Ромбах О.В.,Главный бухгалтер,Цындрин С.И.,Нач. отдела отчетности,Никонова И.С.,229-42-50   доб.241,19
2923,45,29351464,1027739008879,2923,044552679,6/1/2010,"ОАО Банк ""СОДРУЖЕСТВО""","119017, г. Москва, ул. Большая Ордынка, дом 40, строение 1",Первый Заместитель Председателя Правления,Трухачева Л.В.,Главный бухгалтер,Володина Е.В.,Ведущий специалист отдела сводной отчетности,Симухина Н.Е.,933-62-05 доб.142,19
2932,45,29065339,1027700128796,2932,044579852,6/1/2010,"КБ ""НМБ"" ООО","123100,  г. Москва,  Краснопресненская набережная, д.2/1, стр.1",Председатель Правления,Лосева Т.А.,Главный бухгалтер,Кухаренко С.А.,Главный бухгалтер,Кухаренко С.А.,605-78-45,19
2937,45,29351358,1027739080852,2937,044583870,6/1/2010,"Банк ""АББ"" (ОАО)","105005,  г. Москва, ул. Бауманская, д. 43/1, стр. 1",Первый Вице-Президент,Барнабишвили Владимир Евгеньевич,Главный бухгалтер,Карпова Ольга Николаевна,Зам.гл.бухгалтера,Павлюченкова С.Ю.,748-13-13,19
2938,45,29351542,1027744001878,2938,044579128,6/1/2010,"АКБ ""ИСТ БРИДЖ БАНК"" (ЗАО)","125252,  г. Москва, ул. Новопесчаная, д.15-А",Председатель Правления,А.А.Катышев,Главный бухгалтер-Начальник Учетного управления,Г.Г.Марусова,Начальник отдела сводной отчетности,В.П. Жарикова,787-05-45,19
2939,45,29351298,1027739672300,2939,044525088,6/1/2010,"""Мой Банк"" (ООО)","123007,  г. Москва, Хорошевское шоссе, д.35,  корп.3",Председатель Правления,Арифов А.А.,Главный бухгалтер,Львов С.Е.,Начальник отдела отч?тности,Дерябина Л.А.,229-03-03,31
2944,46,18166936,1025000003830,2944,044552259,6/1/2010,"АКБ ""НЗБанк"", ОАО","141700, Московская обл., г. Долгопрудный, ул. Первомайская, д. 21",Председатель Правления,Олешко А.Н.,Главный бухгалтер,Чернышов В.Ю.,Начальник отдела,Русакова Т.А.,721-31-20,31
2948,60,35579427,1026100001938,2948,046015938,6/1/2010,"ОАО АКБ ""Стелла-Банк""","344022, г. Ростов-на-Дону, ул. Большая Садовая, 188А/47/221",ДиректорДиректор,Бурыгин Д.А.,Главный бухгалтер,Кисел?ва О.В.,Начальник ОЭА и ПР,Жадан Е.Е.,253-94-27,31
2949,52,35867089,1025500001328,2949,045279785,6/1/2010,"ЗАО КБ ""СибКупБанк""","644050, г.Омск, ул. 4-я Поселковая, 44 Б",Председатель Правления,Ефимов С.П.,Главный бухгалтер,Шинкаренко Т.Д.,Начальник ПЭО,Чупина Ю.В.,24-20-57,19
2956,45,29351447,1027739253520,2956,044585237,6/1/2010,"ОАО ""Межтопэнергобанк""","107078,  г. Москва, ул.Садовая-Черногрязская, д.6",Председатель Правления,Шутов Ю.Б.,Главный бухгалтер,Немцова М.Р.,Ведущий экономист,Царева Е.В.,625-03-77,31
2960,45,29351476,1027739736254,2960,044585788,6/1/2010,"ООО КБ ""Славянский кредит""","119415,  г. Москва, пр-т Вернадского, д.87, корп.2",Председатель Правления,Васильев М.И.,Главный бухгалтер,Зязина Н.А,Начальник отдела,Салимуллина С.А.,775-34-56(161),19
2965,45,29351529,1027739010760,2965,044583923,6/1/2010,"КБ ""СОЮЗПРОМБАНК"" ООО","123056, г. Москва, Малый Тишинский переулок, д.23, стр.1",Председатель Правления,Соляник Е.Н.,Главный бухгалтер,Дорошенко М.А.,Ведущий экономист отдела сводной отчетности,Кашеварова Е.И.,(495)253-06-24,19
2966,30,35805651,1024100000011,2966,043002787,6/1/2010,"ООО КБ ""КАМЧАТКА""","683024, Камчатский край, г.Петропавловск-Камчатский, пр.50 лет Октября,1/2",И.О. Президента,Суханов М.А.,Главный бухгалтер,Гельман А.В.,Главный специалист ОЭАиО,Тян О.Г.,267-200,19
2972,45,29351594,1027700003935,2972,044525375,6/1/2010,"БАНК ""СОФРИНО"" (ЗАО)","125009 , г. Москва, Леонтьевский пер., д. 2 А, стр.2",Председатель Правления,Малышев Д.К.,Главный бухгалтер,Шубина Н.Л.,Начальник Управления сводной банковской отчетности,Агеева И.В.,970-17-55 доб.251,31
2984,60,34115364,1026100002378,2984,046006935,6/1/2010,"ОАО КБ ""Донбанк""","347800, Ростовская область, г. Каменск-Шахтинский, пр. К.Маркса, 31/33",Заместитель Председателя Правления Банка,Обийко Н.Г.,Главный Бухгалтер,Крапивченко Т.В.,Ведущий экономист УУиО,Архипова О.С.,(86365)7-11-73,24
2992,46,40020225,1025000006822,2992,044653717,6/1/2010,"КБ ""БМБ"" (ООО)","142400, Московская область, г.Ногинск, ул.Советская, д.45",Председатель Правления,С.В. Раденко,Главный бухгалтер,Н.А. Комиссарова,начальник отдела отчетности,Н.Н. Вениаминова,"702-99-17,524-53-70",19
2996,45,40092236,1037739758022,2996,044552699,6/1/2010,"ООО ""ПроКоммерцБанк""","127422,  г. Москва, ул. Тимирязевская, дом 1",Председатель Правления,Хактаныр С.,Зам. Главного бухгалтера,Тарасова Е.И.,Зам. начальника отдела отчетности,Абрамс С.Г.,661-40-40,19
